,Area Code,Cogs,Difference Between Actual and Target Profit,Date,Inventory,Margin,Market Size,Market,Marketing,记录数,Product Line,Product Type,Product,Profit,Sales,State,Target COGS,Target Margin,Target Profit,Target Sales,Total Expenses,Type
576,405,96,-23,2012-10-01,683,134,Small Market,South,87,1,Leaves,Herbal Tea,Lemon,17,230,Oklahoma,80,120,40,200,117,Decaf
577,956,225,-56,2012-11-01,1272,265,Major Market,South,69,1,Beans,Coffee,Colombian,174,490,Texas,260,320,230,580,91,Regular
578,817,75,19,2012-11-01,-1050,114,Major Market,South,24,1,Beans,Espresso,Caffe Latte,59,189,Texas,50,90,40,140,55,Regular
579,409,118,27,2012-11-01,930,172,Major Market,South,33,1,Beans,Espresso,Caffe Mocha,127,290,Texas,90,130,100,220,45,Regular
580,918,78,22,2012-11-01,798,119,Small Market,South,25,1,Beans,Espresso,Decaf Espresso,62,197,Oklahoma,60,90,40,150,57,Decaf
581,918,88,-19,2012-11-01,561,112,Small Market,South,29,1,Beans,Coffee,Colombian,71,200,Oklahoma,100,130,90,230,41,Regular
582,918,102,29,2012-11-01,-2003,143,Small Market,South,31,1,Beans,Espresso,Caffe Latte,89,245,Oklahoma,80,100,60,180,54,Regular
583,337,101,5,2012-11-01,552,130,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,85,231,Louisiana,90,120,80,210,45,Decaf
584,505,15,-1,2012-11-01,848,24,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,9,39,New Mexico,10,20,10,30,15,Decaf
585,337,82,-2,2012-11-01,601,102,Small Market,South,31,1,Leaves,Herbal Tea,Lemon,38,184,Louisiana,70,100,40,170,64,Decaf
586,580,94,-5,2012-11-01,694,130,Small Market,South,85,1,Leaves,Herbal Tea,Lemon,15,224,Oklahoma,80,120,20,200,115,Decaf
587,972,241,-52,2012-12-01,1321,284,Major Market,South,74,1,Beans,Coffee,Colombian,188,525,Texas,280,340,240,620,96,Regular
588,972,123,23,2012-12-01,959,179,Major Market,South,34,1,Beans,Espresso,Caffe Mocha,133,302,Texas,90,140,110,230,46,Regular
589,505,92,-24,2012-12-01,1898,68,Small Market,South,28,1,Beans,Coffee,Decaf Irish Cream,16,160,New Mexico,100,90,40,190,52,Decaf
590,405,88,12,2012-12-01,817,133,Small Market,South,29,1,Beans,Espresso,Decaf Espresso,72,221,Oklahoma,60,110,60,170,61,Decaf
591,318,49,-24,2012-12-01,845,71,Small Market,South,13,1,Beans,Coffee,Colombian,46,120,Louisiana,50,90,70,140,25,Regular
592,505,48,-23,2012-12-01,462,74,Small Market,South,15,1,Beans,Coffee,Colombian,27,122,New Mexico,50,90,50,140,47,Regular
593,405,81,-34,2012-12-01,551,104,Small Market,South,26,1,Beans,Coffee,Colombian,66,185,Oklahoma,90,130,100,220,38,Regular
594,505,20,-5,2012-12-01,-598,25,Small Market,South,7,1,Beans,Espresso,Caffe Latte,-15,45,New Mexico,10,20,-10,30,40,Regular
595,918,134,31,2012-12-01,-2248,186,Small Market,South,41,1,Beans,Espresso,Caffe Latte,121,320,Oklahoma,100,140,90,240,65,Regular
596,225,94,7,2012-12-01,540,120,Small Market,South,31,1,Leaves,Herbal Tea,Chamomile,77,214,Louisiana,80,110,70,190,43,Decaf
597,505,16,-1,2012-12-01,851,25,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,9,41,New Mexico,10,20,10,30,16,Decaf
598,580,105,-10,2012-12-01,716,145,Small Market,South,95,1,Leaves,Herbal Tea,Lemon,20,250,Oklahoma,90,140,30,230,125,Decaf
599,281,39,-41,2013-10-01,541,51,Major Market,South,12,1,Beans,Coffee,Decaf Irish Cream,39,96,Texas,40,90,80,130,25,Decaf
600,432,239,-65,2013-10-01,1246,281,Major Market,South,74,1,Beans,Coffee,Colombian,275,554,Texas,350,420,340,770,96,Regular
601,817,123,97,2013-10-01,915,179,Major Market,South,34,1,Beans,Espresso,Caffe Mocha,197,322,Texas,70,120,100,190,46,Regular
602,985,48,-13,2013-10-01,851,70,Small Market,South,13,1,Beans,Coffee,Decaf Irish Cream,67,126,Louisiana,70,90,80,160,25,Decaf
603,337,48,-10,2013-10-01,829,71,Small Market,South,13,1,Beans,Coffee,Colombian,70,127,Louisiana,70,90,80,160,24,Regular
604,505,45,-46,2013-10-01,447,69,Small Market,South,14,1,Beans,Coffee,Colombian,34,121,New Mexico,50,110,80,160,46,Regular
605,918,90,-30,2013-10-01,572,115,Small Market,South,29,1,Beans,Coffee,Colombian,110,218,Oklahoma,130,160,140,290,41,Regular
606,505,25,-28,2013-10-01,-466,31,Small Market,South,9,1,Beans,Espresso,Caffe Latte,-18,60,New Mexico,10,20,10,30,43,Regular
607,318,103,19,2013-10-01,564,133,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,129,251,Louisiana,80,130,110,210,46,Decaf
608,225,79,-10,2013-10-01,593,98,Small Market,South,30,1,Leaves,Herbal Tea,Lemon,50,189,Louisiana,60,90,60,150,64,Decaf
609,918,96,-15,2013-10-01,683,134,Small Market,South,87,1,Leaves,Herbal Tea,Lemon,25,245,Oklahoma,80,120,40,200,117,Decaf
610,432,225,28,2013-11-01,1272,265,Major Market,South,69,1,Beans,Coffee,Colombian,258,522,Texas,260,320,230,580,91,Regular
611,806,75,48,2013-11-01,-1050,114,Major Market,South,24,1,Beans,Espresso,Caffe Latte,88,201,Texas,50,90,40,140,55,Regular
612,915,118,88,2013-11-01,930,172,Major Market,South,33,1,Beans,Espresso,Caffe Mocha,188,309,Texas,90,130,100,220,45,Regular
613,580,78,52,2013-11-01,798,119,Small Market,South,25,1,Beans,Espresso,Decaf Espresso,92,210,Oklahoma,60,90,40,150,57,Decaf
614,918,88,15,2013-11-01,561,112,Small Market,South,29,1,Beans,Coffee,Colombian,105,213,Oklahoma,100,130,90,230,41,Regular
615,405,102,72,2013-11-01,-2003,143,Small Market,South,31,1,Beans,Espresso,Caffe Latte,132,261,Oklahoma,80,100,60,180,54,Regular
616,985,101,46,2013-11-01,552,130,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,126,246,Louisiana,90,120,80,210,45,Decaf
617,505,15,3,2013-11-01,848,24,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,13,42,New Mexico,10,20,10,30,15,Decaf
618,337,82,16,2013-11-01,601,102,Small Market,South,31,1,Leaves,Herbal Tea,Lemon,56,196,Louisiana,70,100,40,170,64,Decaf
619,405,94,2,2013-11-01,694,130,Small Market,South,85,1,Leaves,Herbal Tea,Lemon,22,239,Oklahoma,80,120,20,200,115,Decaf
620,409,241,39,2013-12-01,1321,284,Major Market,South,74,1,Beans,Coffee,Colombian,279,559,Texas,280,340,240,620,96,Regular
621,254,123,87,2013-12-01,959,179,Major Market,South,34,1,Beans,Espresso,Caffe Mocha,197,322,Texas,90,140,110,230,46,Regular
622,505,92,-16,2013-12-01,1898,68,Small Market,South,28,1,Beans,Coffee,Decaf Irish Cream,24,171,New Mexico,100,90,40,190,52,Decaf
623,918,88,47,2013-12-01,817,133,Small Market,South,29,1,Beans,Espresso,Decaf Espresso,107,236,Oklahoma,60,110,60,170,61,Decaf
624,985,49,-2,2013-12-01,845,71,Small Market,South,13,1,Beans,Coffee,Colombian,68,128,Louisiana,50,90,70,140,25,Regular
625,505,48,-10,2013-12-01,462,74,Small Market,South,15,1,Beans,Coffee,Colombian,40,130,New Mexico,50,90,50,140,47,Regular
626,580,81,-2,2013-12-01,551,104,Small Market,South,26,1,Beans,Coffee,Colombian,98,197,Oklahoma,90,130,100,220,38,Regular
627,505,20,-12,2013-12-01,-598,25,Small Market,South,7,1,Beans,Espresso,Caffe Latte,-22,48,New Mexico,10,20,-10,30,40,Regular
628,918,134,90,2013-12-01,-2248,186,Small Market,South,41,1,Beans,Espresso,Caffe Latte,180,341,Oklahoma,100,140,90,240,65,Regular
629,985,94,44,2013-12-01,540,120,Small Market,South,31,1,Leaves,Herbal Tea,Chamomile,114,228,Louisiana,80,110,70,190,43,Decaf
630,505,16,3,2013-12-01,851,25,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,13,44,New Mexico,10,20,10,30,16,Decaf
631,580,105,0,2013-12-01,716,145,Small Market,South,95,1,Leaves,Herbal Tea,Lemon,30,266,Oklahoma,90,140,30,230,125,Decaf
632,860,125,-15,2012-10-01,1119,188,Small Market,East,41,1,Beans,Coffee,Colombian,115,313,Connecticut,100,160,130,260,73,Regular
633,203,60,-39,2012-10-01,606,84,Small Market,East,54,1,Beans,Espresso,Caffe Mocha,1,144,Connecticut,40,90,40,130,83,Regular
634,203,130,-8,2012-11-01,1134,195,Small Market,East,42,1,Beans,Coffee,Colombian,122,325,Connecticut,110,180,130,290,73,Regular
635,203,115,-5,2012-12-01,1166,174,Small Market,East,37,1,Beans,Coffee,Colombian,105,289,Connecticut,100,160,110,260,69,Regular
636,203,125,41,2013-10-01,1119,188,Small Market,East,41,1,Beans,Coffee,Colombian,171,334,Connecticut,100,160,130,260,73,Regular
637,959,60,-39,2013-10-01,606,84,Small Market,East,54,1,Beans,Espresso,Caffe Mocha,1,153,Connecticut,40,90,40,130,83,Regular
638,203,130,51,2013-11-01,1134,195,Small Market,East,42,1,Beans,Coffee,Colombian,181,346,Connecticut,110,180,130,290,73,Regular
639,959,115,46,2013-12-01,1166,174,Small Market,East,37,1,Beans,Coffee,Colombian,156,308,Connecticut,100,160,110,260,69,Regular
640,561,91,-14,2012-10-01,656,127,Major Market,East,28,1,Beans,Coffee,Decaf Irish Cream,76,218,Florida,70,110,90,180,51,Decaf
641,239,86,-30,2012-10-01,547,116,Major Market,East,28,1,Beans,Espresso,Decaf Espresso,60,202,Florida,70,110,90,180,56,Decaf
642,407,82,-26,2012-10-01,788,123,Major Market,East,27,1,Beans,Coffee,Colombian,64,205,Florida,60,110,90,170,59,Regular
643,857,72,18,2012-10-01,-3004,402,Major Market,East,23,1,Beans,Coffee,Colombian,348,474,Massachusetts,50,350,330,400,54,Regular
644,315,260,17,2012-10-01,2548,390,Major Market,East,91,1,Beans,Coffee,Colombian,247,650,New York,210,330,230,540,143,Regular
645,239,96,-32,2012-10-01,683,134,Major Market,East,87,1,Beans,Espresso,Caffe Mocha,18,230,Florida,80,130,50,210,116,Regular
646,845,125,-32,2012-10-01,3142,-56,Major Market,East,113,1,Beans,Espresso,Caffe Mocha,-202,69,New York,110,-60,-170,50,146,Regular
647,781,161,-28,2012-10-01,1267,161,Major Market,East,45,1,Beans,Espresso,Regular Espresso,92,322,Massachusetts,140,160,120,300,69,Regular
648,718,239,-15,2012-10-01,1197,526,Major Market,East,66,1,Beans,Espresso,Regular Espresso,435,765,New York,210,510,450,720,91,Regular
649,386,22,-10,2012-10-01,573,29,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,10,51,Florida,0,20,20,20,19,Decaf
650,845,255,59,2012-10-01,1622,258,Major Market,East,96,1,Leaves,Herbal Tea,Lemon,129,513,New York,140,150,70,290,129,Decaf
651,315,239,-70,2012-10-01,4360,-75,Major Market,East,74,1,Leaves,Herbal Tea,Mint,-170,164,New York,130,-50,-100,80,95,Decaf
652,516,108,-25,2012-10-01,971,157,Major Market,East,30,1,Leaves,Tea,Darjeeling,115,265,New York,110,170,140,280,42,Regular
653,716,123,-26,2012-10-01,915,179,Major Market,East,34,1,Leaves,Tea,Earl Grey,134,302,New York,130,190,160,320,45,Regular
654,518,76,-22,2012-10-01,580,111,Major Market,East,21,1,Leaves,Tea,Green Tea,78,187,New York,80,120,100,200,33,Regular
655,772,102,-1,2012-11-01,666,143,Major Market,East,31,1,Beans,Coffee,Decaf Irish Cream,89,245,Florida,90,130,90,220,54,Decaf
656,561,77,-9,2012-11-01,557,103,Major Market,East,25,1,Beans,Espresso,Decaf Espresso,51,180,Florida,70,100,60,170,52,Decaf
657,754,78,3,2012-11-01,798,119,Major Market,East,25,1,Beans,Coffee,Colombian,63,197,Florida,70,100,60,170,56,Regular
658,978,75,24,2012-11-01,-3287,379,Major Market,East,24,1,Beans,Coffee,Colombian,324,454,Massachusetts,60,340,300,400,55,Regular
659,347,249,6,2012-11-01,2580,374,Major Market,East,87,1,Beans,Coffee,Colombian,236,623,New York,220,340,230,560,138,Regular
660,754,94,-5,2012-11-01,694,130,Major Market,East,85,1,Beans,Espresso,Caffe Mocha,15,224,Florida,90,120,20,210,115,Regular
661,347,121,-12,2012-11-01,3385,-60,Major Market,East,109,1,Beans,Espresso,Caffe Mocha,-202,61,New York,110,-60,-190,50,142,Regular
662,508,181,-12,2012-11-01,1283,182,Major Market,East,50,1,Beans,Espresso,Regular Espresso,108,363,Massachusetts,170,180,120,350,74,Regular
663,646,211,-9,2012-11-01,933,464,Major Market,East,59,1,Beans,Espresso,Regular Espresso,381,675,New York,200,460,390,660,83,Regular
664,561,22,1,2012-11-01,570,30,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,11,52,Florida,10,20,10,30,19,Decaf
665,631,245,64,2012-11-01,1704,331,Major Market,East,93,1,Leaves,Herbal Tea,Lemon,204,576,New York,180,240,140,420,127,Decaf
666,914,225,-36,2012-11-01,4742,-65,Major Market,East,69,1,Leaves,Herbal Tea,Mint,-156,160,New York,160,-50,-120,110,91,Decaf
667,518,81,-6,2012-11-01,984,117,Major Market,East,22,1,Leaves,Tea,Darjeeling,84,198,New York,80,120,90,200,33,Regular
668,315,118,-3,2012-11-01,930,172,Major Market,East,33,1,Leaves,Tea,Earl Grey,127,290,New York,120,170,130,290,45,Regular
669,813,134,12,2012-12-01,690,186,Major Market,East,41,1,Beans,Coffee,Decaf Irish Cream,122,320,Florida,120,160,110,280,64,Decaf
670,407,83,-12,2012-12-01,575,112,Major Market,East,27,1,Beans,Espresso,Decaf Espresso,58,195,Florida,80,110,70,190,54,Decaf
671,754,88,-7,2012-12-01,817,133,Major Market,East,29,1,Beans,Coffee,Colombian,73,221,Florida,70,120,80,190,60,Regular
672,351,67,30,2012-12-01,-3534,443,Major Market,East,22,1,Beans,Coffee,Colombian,390,510,Massachusetts,60,390,360,450,53,Regular
673,845,279,21,2012-12-01,2642,420,Major Market,East,97,1,Beans,Coffee,Colombian,271,699,New York,250,370,250,620,149,Regular
674,305,105,-9,2012-12-01,716,145,Major Market,East,95,1,Beans,Espresso,Caffe Mocha,21,250,Florida,100,140,30,240,124,Regular
675,212,135,-14,2012-12-01,3641,-69,Major Market,East,122,1,Beans,Espresso,Caffe Mocha,-224,66,New York,130,-70,-210,60,155,Regular
676,351,153,7,2012-12-01,1319,153,Major Market,East,42,1,Beans,Espresso,Regular Espresso,87,306,Massachusetts,150,140,80,290,66,Regular
677,718,250,-8,2012-12-01,723,407,Major Market,East,70,1,Beans,Espresso,Regular Espresso,312,657,New York,240,400,320,640,95,Regular
678,607,294,99,2012-12-01,1727,453,Major Market,East,111,1,Leaves,Herbal Tea,Lemon,309,747,New York,220,320,210,540,144,Decaf
679,716,241,-39,2012-12-01,5121,-93,Major Market,East,74,1,Leaves,Herbal Tea,Mint,-189,148,New York,180,-80,-150,100,96,Decaf
680,716,86,-1,2012-12-01,1003,124,Major Market,East,24,1,Leaves,Tea,Darjeeling,89,210,New York,90,120,90,210,35,Regular
681,718,123,-17,2012-12-01,959,179,Major Market,East,34,1,Leaves,Tea,Earl Grey,133,302,New York,120,190,150,310,46,Regular
682,772,91,23,2013-10-01,656,127,Major Market,East,28,1,Beans,Coffee,Decaf Irish Cream,113,232,Florida,70,110,90,180,51,Decaf
683,321,86,-1,2013-10-01,547,116,Major Market,East,28,1,Beans,Espresso,Decaf Espresso,89,215,Florida,70,110,90,180,56,Decaf
684,954,82,5,2013-10-01,788,123,Major Market,East,27,1,Beans,Coffee,Colombian,95,218,Florida,60,110,90,170,59,Regular
685,857,72,186,2013-10-01,-3004,402,Major Market,East,23,1,Beans,Coffee,Colombian,516,505,Massachusetts,50,350,330,400,54,Regular
686,716,260,137,2013-10-01,2548,390,Major Market,East,91,1,Beans,Coffee,Colombian,367,693,New York,210,330,230,540,143,Regular
687,727,96,-23,2013-10-01,683,134,Major Market,East,87,1,Beans,Espresso,Caffe Mocha,27,245,Florida,80,130,50,210,116,Regular
688,914,125,-130,2013-10-01,3142,-56,Major Market,East,113,1,Beans,Espresso,Caffe Mocha,-300,74,New York,110,-60,-170,50,146,Regular
689,508,161,17,2013-10-01,1267,161,Major Market,East,45,1,Beans,Espresso,Regular Espresso,137,343,Massachusetts,140,160,120,300,69,Regular
690,212,239,196,2013-10-01,1197,526,Major Market,East,66,1,Beans,Espresso,Regular Espresso,646,815,New York,210,510,450,720,91,Regular
691,904,22,-5,2013-10-01,573,29,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,15,54,Florida,0,20,20,20,19,Decaf
692,585,255,121,2013-10-01,1622,258,Major Market,East,96,1,Leaves,Herbal Tea,Lemon,191,547,New York,140,150,70,290,129,Decaf
693,631,239,-152,2013-10-01,4360,-75,Major Market,East,74,1,Leaves,Herbal Tea,Mint,-252,175,New York,130,-50,-100,80,95,Decaf
694,585,108,31,2013-10-01,971,157,Major Market,East,30,1,Leaves,Tea,Darjeeling,171,282,New York,110,170,140,280,42,Regular
695,718,123,39,2013-10-01,915,179,Major Market,East,34,1,Leaves,Tea,Earl Grey,199,322,New York,130,190,160,320,45,Regular
696,607,76,16,2013-10-01,580,111,Major Market,East,21,1,Leaves,Tea,Green Tea,116,199,New York,80,120,100,200,33,Regular
697,904,102,42,2013-11-01,666,143,Major Market,East,31,1,Beans,Coffee,Decaf Irish Cream,132,261,Florida,90,130,90,220,54,Decaf
698,772,77,16,2013-11-01,557,103,Major Market,East,25,1,Beans,Espresso,Decaf Espresso,76,192,Florida,70,100,60,170,52,Decaf
699,786,78,33,2013-11-01,798,119,Major Market,East,25,1,Beans,Coffee,Colombian,93,210,Florida,70,100,60,170,56,Regular
700,857,75,181,2013-11-01,-3287,379,Major Market,East,24,1,Beans,Coffee,Colombian,481,484,Massachusetts,60,340,300,400,55,Regular
701,607,249,120,2013-11-01,2580,374,Major Market,East,87,1,Beans,Coffee,Colombian,350,664,New York,220,340,230,560,138,Regular
702,813,94,2,2013-11-01,694,130,Major Market,East,85,1,Beans,Espresso,Caffe Mocha,22,239,Florida,90,120,20,210,115,Regular
703,914,121,-110,2013-11-01,3385,-60,Major Market,East,109,1,Beans,Espresso,Caffe Mocha,-300,65,New York,110,-60,-190,50,142,Regular
704,617,181,40,2013-11-01,1283,182,Major Market,East,50,1,Beans,Espresso,Regular Espresso,160,387,Massachusetts,170,180,120,350,74,Regular
705,917,211,175,2013-11-01,933,464,Major Market,East,59,1,Beans,Espresso,Regular Espresso,565,719,New York,200,460,390,660,83,Regular
706,727,22,6,2013-11-01,570,30,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,16,55,Florida,10,20,10,30,19,Decaf
707,585,245,163,2013-11-01,1704,331,Major Market,East,93,1,Leaves,Herbal Tea,Lemon,303,614,New York,180,240,140,420,127,Decaf
708,518,225,-112,2013-11-01,4742,-65,Major Market,East,69,1,Leaves,Herbal Tea,Mint,-232,171,New York,160,-50,-120,110,91,Decaf
709,516,81,35,2013-11-01,984,117,Major Market,East,22,1,Leaves,Tea,Darjeeling,125,211,New York,80,120,90,200,33,Regular
710,914,118,58,2013-11-01,930,172,Major Market,East,33,1,Leaves,Tea,Earl Grey,188,309,New York,120,170,130,290,45,Regular
711,727,134,71,2013-12-01,690,186,Major Market,East,41,1,Beans,Coffee,Decaf Irish Cream,181,341,Florida,120,160,110,280,64,Decaf
712,386,83,16,2013-12-01,575,112,Major Market,East,27,1,Beans,Espresso,Decaf Espresso,86,208,Florida,80,110,70,190,54,Decaf
713,407,88,28,2013-12-01,817,133,Major Market,East,29,1,Beans,Coffee,Colombian,108,236,Florida,70,120,80,190,60,Regular
714,351,67,219,2013-12-01,-3534,443,Major Market,East,22,1,Beans,Coffee,Colombian,579,543,Massachusetts,60,390,360,450,53,Regular
715,315,279,152,2013-12-01,2642,420,Major Market,East,97,1,Beans,Coffee,Colombian,402,745,New York,250,370,250,620,149,Regular
716,305,105,1,2013-12-01,716,145,Major Market,East,95,1,Beans,Espresso,Caffe Mocha,31,266,Florida,100,140,30,240,124,Regular
717,845,135,-122,2013-12-01,3641,-69,Major Market,East,122,1,Beans,Espresso,Caffe Mocha,-332,70,New York,130,-70,-210,60,155,Regular
718,857,153,49,2013-12-01,1319,153,Major Market,East,42,1,Beans,Espresso,Regular Espresso,129,326,Massachusetts,150,140,80,290,66,Regular
719,518,250,143,2013-12-01,723,407,Major Market,East,70,1,Beans,Espresso,Regular Espresso,463,700,New York,240,400,320,640,95,Regular
720,631,294,249,2013-12-01,1727,453,Major Market,East,111,1,Leaves,Herbal Tea,Lemon,459,796,New York,220,320,210,540,144,Decaf
721,716,241,-130,2013-12-01,5121,-93,Major Market,East,74,1,Leaves,Herbal Tea,Mint,-280,158,New York,180,-80,-150,100,96,Decaf
722,718,86,42,2013-12-01,1003,124,Major Market,East,24,1,Leaves,Tea,Darjeeling,132,224,New York,90,120,90,210,35,Regular
723,518,123,47,2013-12-01,959,179,Major Market,East,34,1,Leaves,Tea,Earl Grey,197,322,New York,120,190,150,310,46,Regular
724,719,108,-34,2012-10-01,971,157,Major Market,Central,30,1,Beans,Coffee,Decaf Irish Cream,116,265,Colorado,100,160,150,260,41,Decaf
725,815,122,-45,2012-10-01,789,176,Major Market,Central,39,1,Beans,Coffee,Decaf Irish Cream,115,298,Illinois,110,190,160,300,61,Decaf
726,303,72,-74,2012-10-01,650,110,Major Market,Central,23,1,Beans,Espresso,Decaf Espresso,56,182,Colorado,100,160,130,260,54,Decaf
727,312,239,-151,2012-10-01,1755,239,Major Market,Central,66,1,Beans,Espresso,Decaf Espresso,149,478,Illinois,340,370,300,710,90,Decaf
728,614,54,-58,2012-10-01,404,66,Major Market,Central,20,1,Beans,Espresso,Decaf Espresso,12,120,Ohio,70,100,70,170,54,Decaf
729,970,123,-27,2012-10-01,915,179,Major Market,Central,34,1,Beans,Coffee,Amaretto,133,302,Colorado,120,180,160,300,46,Regular
730,815,154,-40,2012-10-01,1132,213,Major Market,Central,50,1,Beans,Coffee,Colombian,120,367,Illinois,150,220,160,370,93,Regular
731,303,76,-91,2012-10-01,580,111,Major Market,Central,21,1,Beans,Espresso,Caffe Mocha,79,187,Colorado,100,180,170,280,32,Regular
732,815,257,-196,2012-10-01,1662,341,Major Market,Central,84,1,Beans,Espresso,Caffe Mocha,224,598,Illinois,370,520,420,890,117,Regular
733,567,161,-98,2012-10-01,1267,161,Major Market,Central,45,1,Beans,Espresso,Caffe Mocha,92,322,Ohio,230,240,190,470,69,Regular
734,719,161,-18,2012-10-01,1267,161,Major Market,Central,45,1,Leaves,Herbal Tea,Chamomile,92,322,Colorado,120,140,110,260,69,Decaf
735,708,123,-7,2012-10-01,915,179,Major Market,Central,34,1,Leaves,Herbal Tea,Chamomile,133,302,Illinois,90,150,140,240,46,Decaf
736,815,108,-4,2012-10-01,971,157,Major Market,Central,30,1,Leaves,Herbal Tea,Mint,116,265,Illinois,80,130,120,210,41,Decaf
737,234,82,5,2012-10-01,788,123,Major Market,Central,27,1,Leaves,Tea,Darjeeling,65,205,Ohio,50,90,60,140,58,Regular
738,614,91,-4,2012-10-01,656,127,Major Market,Central,28,1,Leaves,Tea,Earl Grey,76,218,Ohio,50,100,80,150,51,Regular
739,720,90,-6,2012-10-01,572,115,Major Market,Central,29,1,Leaves,Tea,Green Tea,74,205,Colorado,50,90,80,140,41,Regular
740,641,10,-12,2012-10-01,598,13,Small Market,Central,3,1,Beans,Coffee,Decaf Irish Cream,-2,23,Iowa,0,10,10,10,15,Decaf
741,715,86,-39,2012-10-01,547,116,Small Market,Central,28,1,Beans,Coffee,Decaf Irish Cream,61,202,Wisconsin,80,120,100,200,55,Decaf
742,816,79,-35,2012-10-01,593,98,Small Market,Central,30,1,Beans,Coffee,Colombian,35,177,Missouri,70,100,70,170,63,Regular
743,715,96,-42,2012-10-01,683,134,Small Market,Central,87,1,Beans,Coffee,Colombian,18,230,Wisconsin,90,140,60,230,116,Regular
744,314,40,-54,2012-10-01,881,59,Small Market,Central,11,1,Beans,Espresso,Caffe Mocha,36,99,Missouri,50,90,90,140,23,Regular
745,608,80,-72,2012-10-01,1055,94,Small Market,Central,24,1,Beans,Espresso,Caffe Mocha,48,174,Wisconsin,110,140,120,250,46,Regular
746,712,257,14,2012-10-01,1662,341,Small Market,Central,84,1,Leaves,Herbal Tea,Chamomile,224,598,Iowa,200,280,210,480,117,Decaf
747,641,122,-16,2012-10-01,789,176,Small Market,Central,39,1,Leaves,Herbal Tea,Lemon,114,298,Iowa,90,150,130,240,62,Decaf
748,573,86,-36,2012-10-01,1698,23,Small Market,Central,26,1,Leaves,Herbal Tea,Lemon,-26,109,Missouri,60,20,10,80,49,Decaf
749,563,239,39,2012-10-01,1755,239,Small Market,Central,66,1,Leaves,Tea,Darjeeling,149,478,Iowa,170,170,110,340,90,Regular
750,563,255,53,2012-10-01,1756,312,Small Market,Central,96,1,Leaves,Tea,Earl Grey,183,567,Iowa,170,230,130,400,129,Regular
751,417,25,-11,2012-10-01,209,31,Small Market,Central,9,1,Leaves,Tea,Earl Grey,-11,56,Missouri,10,20,0,30,42,Regular
752,970,81,4,2012-11-01,984,117,Major Market,Central,22,1,Beans,Coffee,Decaf Irish Cream,84,198,Colorado,80,110,80,190,33,Decaf
753,815,113,-4,2012-11-01,803,165,Major Market,Central,36,1,Beans,Coffee,Decaf Irish Cream,106,278,Illinois,110,160,110,270,59,Decaf
754,303,75,-42,2012-11-01,659,114,Major Market,Central,24,1,Beans,Espresso,Decaf Espresso,58,189,Colorado,90,150,100,240,56,Decaf
755,847,211,-71,2012-11-01,1778,212,Major Market,Central,59,1,Beans,Espresso,Decaf Espresso,129,423,Illinois,270,270,200,540,83,Decaf
756,970,118,-2,2012-11-01,930,172,Major Market,Central,33,1,Beans,Coffee,Amaretto,128,290,Colorado,110,170,130,280,44,Regular
757,815,173,-1,2012-11-01,1150,239,Major Market,Central,57,1,Beans,Coffee,Colombian,139,412,Illinois,170,230,140,400,100,Regular
758,303,50,-22,2012-11-01,589,73,Major Market,Central,14,1,Beans,Espresso,Caffe Mocha,48,123,Colorado,60,90,70,150,25,Regular
759,224,228,-94,2012-11-01,1691,304,Major Market,Central,75,1,Beans,Espresso,Caffe Mocha,196,532,Illinois,290,390,290,680,108,Regular
760,440,181,-63,2012-11-01,1283,182,Major Market,Central,50,1,Beans,Espresso,Caffe Mocha,107,363,Ohio,230,230,170,460,75,Regular
761,970,181,7,2012-11-01,1283,182,Major Market,Central,50,1,Leaves,Herbal Tea,Chamomile,107,363,Colorado,170,160,100,330,75,Decaf
762,312,118,17,2012-11-01,930,172,Major Market,Central,33,1,Leaves,Herbal Tea,Chamomile,127,290,Illinois,110,150,110,260,45,Decaf
763,630,81,4,2012-11-01,984,117,Major Market,Central,22,1,Leaves,Herbal Tea,Mint,84,198,Illinois,70,110,80,180,33,Decaf
764,330,78,2,2012-11-01,798,119,Major Market,Central,25,1,Leaves,Tea,Darjeeling,62,197,Ohio,60,100,60,160,57,Regular
765,630,75,9,2012-11-01,659,114,Major Market,Central,24,1,Leaves,Tea,Earl Grey,59,189,Illinois,60,90,50,150,55,Regular
766,419,102,19,2012-11-01,666,143,Major Market,Central,31,1,Leaves,Tea,Earl Grey,89,245,Ohio,80,120,70,200,54,Regular
767,719,88,10,2012-11-01,561,112,Major Market,Central,29,1,Leaves,Tea,Green Tea,70,200,Colorado,70,90,60,160,42,Regular
768,641,10,-13,2012-11-01,596,13,Small Market,Central,3,1,Beans,Coffee,Decaf Irish Cream,-3,23,Iowa,0,20,10,20,16,Decaf
